Length,Sentence
40," I took that class last year . The professor is really cool , so if you go to his office , you can have him sign a card that will let you in even if the class is full . "
10,Thanks for helping me move into my new house . 
47," That's only a joke . To be honest , I have to improve my English , because my English is not good enough . I still get confused about some simple grammars . Since you are quite good at it , do you have any suggestions ? "
29," Yes , we have a big tree this year . I bought the decorations at the five-and-tencent store yesterday . Do you want to come and see it ? "
18," I've tried to give up smoking several times , but it's no good . Smoking relaxes me . "
46," Not really . His wife was able to find a good job as an interpreter , because she could speak French and German fluently . After a few months ' work , she had a better job than her husband . So in the end , "
24," In the United States , yes . But back in China , I went to concerts a couple of times with my parents . "
15, Saturday ’ s hours are from nine in the morning to six-thirty at night . 
12, You're absolutely right ! That's the very figure I like best . 
19, Loan me that tape recorder you have . And don't say anything to anyone until I come back . 
13," Hi , Lin Tao . I have't seen you for some time . "
18,Fixing computer isn ’ t my cup of tea . You can leave this job to Jason . 
9, I really enjoy the beach in the summer . 
28," Hey , don't shout . Come here ! Sit closer . Now , Jim , we ’ Ve had a lovely day . Don't spoil it now . "
15," I'm sorry , but you were the only one who had access to it . "
12,The flood will come on the heels of the heavy rain . 
33," You know , our school is divided into two parts , the junior high school and the senior high school . That is the new classroom building for our senior high school . "
84," Yes , I think that is a danger , and I think that . . in fact is what mishappening to a lot of people who use it as their ... their main ... um field of amusement and ... because they don't have other outside interests and even when people come round they'll leave the television and not be , you know , particularly interested in talking to them , you Know the television will be the main thing in the room . "
9,Don't be shy . Have some more chicken . 
10, Yeah . He has no one to count on . 
9,I'm going to see the doctor this weekend . 
14," Fine , but next time try and not have to miss class again . "
15," Well , take care of yourself , and don't say I didn't warn you . "
27," But when I noticed that he was left in the cold , I could not help wanting to help him to get out of the situation . "
10,"I visited the famous variety show host , Dennis . "
10, Hi ! I'm Nancy . Nice to meet you . 
8,Why do you go fishing so often ? 
35," Yes . When I came out of the subway , it was raining cats and dogs . And I forgot my umbrella . So I had to wait for the rain to let up . "
25, We have decided to go to the park this Sunday . Would you like to go with us if you have not decided yet ? 
27, Aren't you a bit young ? I have a lot of qualified seniors to take the course and they usually have a hard time keeping up . 
67," Actually , I don't think so . Supervisors are really important to make sure everything goes smoothly in the workplace . They are necessary for divvying up work and disciplining employees . If there is no one to keep an eye on us , no one would get any work done . You know what they say , when the cat's away , the mice play . "
34," I'm happy to hear that , but publishing is more than just talking to writers . it involves a lot of work , patience and responsibility . Most of the work is boring . "
14, How do you do ? Mr . Brown . I am Susan Heywood . 
16," Ok , I will . But let ’ s go to a disco after dinner . "
16, I was told my girlfriend was speaking ill of me . It's a real letdown . 
14," She was hit by a car . Luckily , she wasn't seriously hurt . "
28," Well , I know you are interested in architecture , so you should't miss the Temple of Heaven , and the Great wall is a must too . "
17,"Hello , let me introduce myself . I'm your new neighbor . My name is Andy . "
15, I usually calm down first and think about the reason that caused my anger . 
11,"I'm sorry , but I can't come to your party . "
20," Yeah , you look a little shaky . And pale . You seriously need some time in the sun . "
7, Who cares ? She is pretty . 
